,lat,lon,pressure,ASL_Sector_Pres,time
415,-72.0,208.5,984.861083984375,990.1788940429688,2013-12-01
416,-72.75,202.5,985.14501953125,989.8345336914062,2014-01-01
417,-73.5,204.75,979.0044555664062,985.920166015625,2014-02-01
418,-71.25,264.0,978.1582641601562,985.3258666992188,2014-03-01
419,-72.75,240.0,972.2974243164062,984.2998046875,2014-04-01
420,-69.0,244.5,975.5731811523438,980.0902709960938,2014-05-01
421,-70.5,242.25,975.2158813476562,984.6956176757812,2014-06-01
422,-74.25,216.0,977.480224609375,985.8366088867188,2014-07-01
423,-74.25,198.0,966.3658447265625,981.9082641601562,2014-08-01
424,-69.75,221.25,971.0967407226562,982.913818359375,2014-09-01
425,-75.0,194.25,971.6885986328125,979.0723876953125,2014-10-01
426,-66.75,273.0,975.8529052734375,983.845703125,2014-11-01
427,-70.5,230.25,976.3204956054688,984.0410766601562,2014-12-01
428,-68.25,250.5,978.049560546875,984.6464233398438,2015-01-01
429,-73.5,209.25,974.629638671875,980.8385009765625,2015-02-01
430,-71.25,273.75,977.57763671875,984.6824340820312,2015-03-01
431,-72.75,219.75,971.829833984375,981.098876953125,2015-04-01
432,-73.5,209.25,980.8662719726562,987.073486328125,2015-05-01
433,-72.0,208.5,975.34716796875,983.1871337890625,2015-06-01
434,-75.0,206.25,972.4188842773438,981.7529296875,2015-07-01
435,-71.25,276.0,972.58837890625,984.206787109375,2015-08-01
436,-76.5,204.75,974.1281127929688,986.462646484375,2015-09-01
437,-66.75,208.5,967.6542358398438,977.447021484375,2015-10-01
438,-71.25,204.0,969.7617797851562,976.9132080078125,2015-11-01
439,-72.75,254.25,980.93115234375,989.1760864257812,2015-12-01
440,-70.5,189.75,975.302001953125,983.864990234375,2016-01-01
